Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2015-06-12,28.44957733154297,28.70908519004125,28.436155099825633,28.67776551150449,147544800
2015-06-15,28.39365005493164,28.465238137846903,28.122957563070962,28.210205485786613,175955600
2015-06-16,28.545761108398438,28.601689324405015,28.270595241450547,28.418244844175188,125976400
2015-06-17,28.47865867614746,28.60841088751629,28.35337826590972,28.57261770373002,131672400
2015-06-18,28.60841178894043,28.704608426913925,28.460762127629003,28.462999735059377,141628800
2015-06-19,28.322059631347656,28.594989708279165,28.277317723271246,28.570381146798823,218867600
2015-06-22,28.548006057739258,28.64867618972686,28.429438482395682,28.521159892705295,136157200
2015-06-23,28.418256759643555,28.548010684813725,28.38469947461066,28.51892861474224,121075600
2015-06-24,28.65986442565918,29.037939834440518,28.43838909647216,28.458522441491773,221123600
2015-06-25,28.523401260375977,28.903712594463244,28.523401260375977,28.827651010363535,127752400
2015-06-26,28.355609893798828,28.633013410123823,28.30191927604424,28.56142535085305,176267200
2015-06-29,27.858970642089844,28.292974268449026,27.847786019769835,28.067023733336914,196645600
2015-06-30,28.06031036376953,28.21467281781171,27.932794073367663,28.09163003461953,177482800
2015-07-01,28.322059631347656,28.39812292323082,28.185594592881902,28.389174200256658,120955200
2015-07-02,28.28626251220703,28.34219074292127,28.13637355672932,28.2840249050761,108844000
2015-07-06,28.18783187866211,28.239286608477762,27.930561643172588,27.950696696333278,112241600
2015-07-07,28.118478775024414,28.221386518218267,27.688948651387808,28.163220678397668,187787200
2015-07-08,27.420499801635742,27.88358560046609,27.41378868534458,27.84779241131505,243046400
2015-07-09,26.861209869384766,27.753823930095304,26.671054231339838,27.706844422352024,314380000
2015-07-10,27.579330444335938,27.706846749433172,27.11624473563605,27.279555929712142,245418000
2015-07-13,28.111774444580078,28.134145401665624,27.811998157891004,27.970834172031374,165762000
2015-07-14,28.1005859375,28.27060827041979,27.973069614508784,28.19678258163685,127072400
2015-07-15,28.37127685546875,28.445102540173007,28.093873269458246,28.125192946582285,134596800
2015-07-16,28.749345779418945,28.76277142187389,28.489839682828933,28.57708758405088,144889600
2015-07-17,28.9976749420166,28.9976749420166,28.704611488769334,28.876871436600684,184658800
2015-07-20,29.545764923095703,29.747105171623666,29.23927592282302,29.29967936281662,235600800
2015-07-21,29.25046730041504,29.735923977146935,29.154272373437163,29.72026584620132,307025600
2015-07-22,28.013334274291992,28.075973623632137,27.290740736017007,27.290740736017007,461802400
2015-07-23,27.999910354614258,28.43167465891091,27.97753769680489,28.232570293325455,203998000
2015-07-24,27.852264404296875,28.129668005601875,27.718036965394102,28.03570896904938,168649200
2015-07-27,27.465232849121094,27.653152578586813,27.31982082496544,27.536820911109455,177822000
2015-07-28,27.60170555114746,27.720274858641236,27.416025083702415,27.60170555114746,134472400
2015-07-29,27.514461517333984,27.62855562575583,27.353387883513673,27.550256416758387,148046800
2015-07-30,27.375757217407227,27.420499129447865,27.228105835442943,27.364570885999797,134513200
2015-07-31,27.13637924194336,27.436153750541678,27.049131335303894,27.427205028476834,171540000
2015-08-03,26.496559143066406,27.42049290049796,26.29074195676792,27.181120141188885,279904000
2015-08-04,25.646448135375977,26.331009100995956,25.3354873237516,26.268369758624726,496554400
2015-08-05,25.816476821899414,26.272851480963478,25.07822334554398,25.268379026788715,397250400
2015-08-06,25.872650146484375,26.180524745699543,25.645678591297774,26.061420486844845,211612000
2015-08-07,25.960296630859375,26.124347048434043,25.731077307919982,25.749055764685426,154681600
2015-08-10,26.90414810180664,26.964823257152304,26.18727291592603,26.18727291592603,219806400
2015-08-11,25.50410270690918,26.558066106440315,25.46814750972999,26.474917034026074,388331200
2015-08-12,25.897367477416992,25.937818138086868,24.636657220145423,25.28836154670692,404870000
2015-08-13,25.877147674560547,26.158054614765245,25.740064950579065,26.0771532788247,194143200
2015-08-14,26.059171676635742,26.137825267492,25.620957588636813,25.69062195274954,171718000
2015-08-17,26.32884979248047,26.438964846684726,25.955804506474045,26.07715652549348,163538800
2015-08-18,26.18052864074707,26.39177122306131,26.070413592624128,26.16479791958665,138242800
2015-08-19,25.845691680908203,26.185026101729438,25.771531821581608,26.09064176141573,193146000
2015-08-20,25.315336227416992,25.69736901700774,25.08611518204649,25.636693866480293,274006400
2015-08-21,23.766977310180664,25.146792204570744,23.742257359750216,24.816445334745744,513102000
2015-08-24,23.1737003326416,24.450141580271602,20.674751491642034,21.31971446518457,648825200
2015-08-25,23.313030242919922,24.96925831752523,23.25909658597458,24.96925831752523,414406400
2015-08-26,24.650148391723633,24.695092820042845,23.60742188113359,24.065860536453663,387098400
2015-08-27,25.37601089477539,25.44792300842983,24.724306400364522,25.220951417704274,338464400
2015-08-28,25.459156036376953,25.463649792683043,25.06588635058288,25.20746282024163,212657600
2015-08-31,25.340057373046875,25.73782090298381,25.169265448863946,25.176006942071666,224917200
2015-09-01,24.20743751525879,25.142294950131475,24.12653617677212,24.753520692783827,307383600
2015-09-02,25.24567222595215,25.24567222595215,24.52430328012755,24.771502803371042,247555200
2015-09-03,24.802959442138672,25.344547123280524,24.728799599538373,25.27937650837601,212935600
2015-09-04,24.555761337280273,24.82093756828598,24.3849711450881,24.488344697579144,199985200
2015-09-08,25.238929748535156,25.295111144441982,24.791726317182476,25.113083970350317,219374400
2015-09-09,24.753520965576172,25.623207792112183,24.6681241548325,25.564780380521217,340043200
2015-09-10,25.297351837158203,25.45690675136854,24.69733510741237,24.780482452912036,251571200
2015-09-11,25.665910720825195,25.665910720825195,25.11533368340337,25.12207517711968,199662000
2015-09-14,25.91310691833496,26.268173757691024,25.811981089875907,26.198509374286793,233453600
2015-09-15,26.131080627441406,26.187262001929202,25.71309106409063,26.052427046062384,173364800
2015-09-16,26.160303115844727,26.18951682125369,25.942319049544135,26.12434620347682,148694000
2015-09-17,25.600740432739258,26.17828516726287,25.55579599768322,25.991764218712042,256450400
2015-09-18,25.4951171875,25.686135308277102,25.14005206268317,25.21645793937788,297141200
2015-09-21,25.890634536743164,25.926591453444267,25.54231090743206,25.54455692883576,200888000
2015-09-22,25.48387908935547,25.65916475349993,25.28611949738123,25.479383617981522,201384800
2015-09-23,25.690624237060547,25.78051479796886,25.461404935538205,25.535563062356704,143026800
2015-09-24,25.843442916870117,25.955805712160856,25.252415230868095,25.45017313335253,200878000
2015-09-25,25.77827262878418,26.22323005837456,25.623211420597798,26.167048659990535,224607600
2015-09-28,25.26813507080078,25.746799755354186,25.26813507080078,25.58499712549967,208436000
2015-09-29,24.508569717407227,25.50859951637357,24.23889972359608,25.355786062675254,293461600
2015-09-30,24.787233352661133,25.06589260520561,24.43441424366298,24.758017928562307,265892000
2015-10-01,24.62542152404785,24.63441075009046,24.115293661877125,24.510811035154056,255716400
2015-10-02,24.80521011352539,24.94678833312647,24.169237994128867,24.272611560230494,232079200
2015-10-05,24.895103454589844,25.02769245951884,24.510822857150835,24.692850057379736,208258800
2015-10-06,25.014202117919922,25.11083417955277,24.668124541712046,24.861388664977746,192787200
2015-10-07,24.895103454589844,25.117581334260766,24.587230458105935,25.11083984010716,187062400
2015-10-08,24.607444763183594,24.76250592266639,24.317548632833866,24.76250592266639,247918400
2015-10-09,25.196231842041016,25.232187042142122,24.605202488226055,24.719813010430943,211064400
2015-10-12,25.079370498657227,25.337805218512766,25.043415302979504,25.333311461997994,121868800
2015-10-13,25.1220703125,25.270388289099376,24.87262480617747,24.904086247108243,132197200
2015-10-14,24.76700782775879,25.061397811041235,24.620935846874744,25.00971188388734,177849600
2015-10-15,25.137802124023438,25.191735780171378,24.829927479243928,24.92880727761516,150694000
2015-10-16,24.95352554321289,25.169261867765638,24.83891503142803,25.119821971916483,156930400
2015-10-19,25.10858726501465,25.11308102177071,24.74453124505576,24.89959242819898,119036800
2015-10-20,25.56702995300293,25.656920533078075,24.904090139674107,25.02094669360765,195871200
2015-10-21,25.564781188964844,25.973781655635417,25.55129648896206,25.6187148454159,167180800
2015-10-22,25.95580291748047,25.95580291748047,25.641186781637312,25.69287441629469,166616400
2015-10-23,26.76032066345215,26.794029841070582,26.142325360354146,26.225472722023625,237467600
2015-10-26,25.906356811523438,26.54682417936434,25.825455489846735,26.535588932448995,265335200
2015-10-27,25.742307662963867,26.189510944439554,25.61646021243576,25.933324002125275,279537600
2015-10-28,26.80301284790039,26.809756053906188,26.08164411205352,26.277155937748724,342205600
2015-10-29,27.086172103881836,27.122129017289605,26.578291846377063,26.67492390801045,204909200
2015-10-30,26.854705810546875,27.241234068084648,26.843468846157037,27.189546432219462,197461200
2015-11-02,27.232240676879883,27.272691342172127,26.879421651921895,27.146845589938383,128813200
2015-11-03,27.54461669921875,27.75136383955224,27.124379210360672,27.144605405893437,182076000
2015-11-04,27.416522979736328,27.825523499869618,27.331127869649684,27.67046228846889,179544400
2015-11-05,27.290132522583008,27.68960036820362,27.123124252036362,27.500021969809346,158210800
2015-11-06,27.321727752685547,27.490993374920475,27.22242642517181,27.33301281624479,132169200
2015-11-09,27.21114730834961,27.490999382816522,27.09379054223746,27.299165313398554,135485600
2015-11-10,26.35352897644043,26.646923419181427,26.19329105588032,26.382869453829933,236511600
2015-11-11,26.2045841217041,26.50023429001817,26.001464962539675,26.26326337254261,180872000
2015-11-12,26.116561889648438,26.364817834384485,26.100763831034122,26.23843336546997,130102400
2015-11-13,25.353734970092773,26.082706411554206,25.33793691269189,25.999201409944344,183249600
2015-11-16,25.768991470336914,25.782532165480646,25.051305356124942,25.137065961799376,152426800
2015-11-17,25.658411026000977,25.965346147002464,25.574906035688006,25.936005671613618,110467600
2015-11-18,26.470890045166016,26.51602686147571,26.066909168315345,26.12558840700528,186698800
2015-11-19,26.807165145874023,27.026082330436413,26.351277082552787,26.54988149358771,173183200
2015-11-20,26.92452049255371,27.064445646040554,26.822960080463307,26.901950364183147,137148400
2015-11-23,26.574703216552734,27.021565225710173,26.48217051474164,26.91774746011661,129930000
2015-11-24,26.829729080200195,26.935802479511832,26.432520324379073,26.47991449222617,171212800
2015-11-25,26.637893676757812,26.908719692866494,26.613067915568045,26.90420497890897,85553200
2015-11-27,26.588245391845703,26.723659277317896,26.540851220674067,26.69657615585164,52185600
2015-11-30,26.698835372924805,26.949348667896203,26.57470654321494,26.628871068061425,156721200
2015-12-01,26.48216438293457,26.81392520775747,26.373835371885413,26.80038451184097,139409600
2015-12-02,26.242935180664062,26.65594360805506,26.197798381522773,26.482163315458216,133546400
2015-12-03,25.999202728271484,26.3580467958002,25.77802991344428,26.303882270801992,166278000
2015-12-04,26.86358642578125,26.913237957888665,25.978891721250324,26.019515545532826,231108000
2015-12-07,26.694318771362305,27.050905455271643,26.588245364718215,26.852301063632314,128336800
2015-12-08,26.68303871154785,26.766541999670007,26.37384616072288,26.522799042312773,137238000
2015-12-09,26.0939884185791,26.561161457673343,25.972116966399007,26.549876394341165,185445600
2015-12-10,26.218116760253906,26.391897101473468,26.069163903924707,26.188778004789107,116850800
2015-12-11,25.543319702148438,26.042089034220606,25.468842389458956,25.99695220815037,187544800
2015-12-14,25.385326385498047,25.430463188980536,24.7782265640641,25.31761945841563,257274800
2015-12-15,24.93621253967285,25.45755185951287,24.904616425968495,25.26346046283807,213292400
2015-12-16,25.1280460357666,25.274743258712757,24.554801287035072,25.06711116689984,224954000
2015-12-17,24.595420837402344,25.333418094657837,24.595420837402344,25.28150921978591,179091200
2015-12-18,23.929645538330078,24.717294437424858,23.879994012440843,24.57962664544879,385813200
2015-12-21,24.223045349121094,24.23207305781666,23.825834775813107,24.211760282786795,190362400
2015-12-22,24.200469970703125,24.31105635713073,24.024432284612054,24.23883643021858,131157600
2015-12-23,24.51191520690918,24.566079715273958,24.193695061316415,24.20949311466692,130629600
2015-12-24,24.38102149963379,24.599938660458253,24.362966085535902,24.599938660458253,54281600
2015-12-28,24.107938766479492,24.304287512043896,23.963498903716822,24.281717384476803,106816800
2015-12-29,24.541263580322266,24.69698854002689,24.116971608345093,24.139540018858675,123724800
2015-12-30,24.22079086303711,24.532239101591422,24.189194739786366,24.5051576941534,100855200
2015-12-31,23.75586700439453,24.155333126354996,23.656563952261514,24.150820133921222,163649200
2016-01-04,23.776172637939453,23.780687351203966,23.02012002084233,23.157789503813706,270597600
2016-01-05,23.180362701416016,23.889021307034476,23.1126574851651,23.866452901617503,223164000
2016-01-06,22.726726531982422,23.103625898773885,22.539407248805517,22.695130425332888,273829600
2016-01-07,21.76755714416504,22.598087154201693,21.763044152102708,22.27084099112857,324377600
2016-01-08,21.88265609741211,22.367884484829183,21.837519293779277,22.241500057170295,283192000
2016-01-11,22.236989974975586,22.35660407918737,21.96842128840713,22.336293029880032,198957600
2016-01-12,22.559724807739258,22.724477458719484,22.30695415969783,22.692881342946702,196616800
2016-01-13,21.979711532592773,22.837324957215987,21.959400478498694,22.640976158342607,249758400
2016-01-14,22.460418701171875,22.67708021118706,21.607320247225722,22.108346760650335,252680400
2016-01-15,21.921031951904297,22.05193114916815,21.521565730710137,21.71114245348447,319335600
2016-01-19,21.814960479736328,22.264078244149463,21.553162082399982,22.209913711612767,212350800
2016-01-20,21.84429359436035,22.160256442532464,21.08372609034322,21.462881163777954,289337600
2016-01-21,21.733707427978516,22.09029237739257,21.426772283320556,21.905228692101065,208646000
2016-01-22,22.889225006103516,22.89825271239898,22.200879189198982,22.259556697331114,263202000
2016-01-25,22.442365646362305,22.914051696874395,22.39045676352377,22.91179433974429,207178000
2016-01-26,22.566486358642578,22.767348039958595,22.133166892558034,22.552945663408217,300308000
2016-01-27,21.083721160888672,21.808177668598468,21.065665751646776,21.675022899621318,533478800
2016-01-28,21.23493766784668,21.331983369121573,20.851269577332417,21.167232445798984,222715200
2016-01-29,21.968416213989258,21.968416213989258,21.293611200413775,21.392914232380512,257666000
2016-02-01,21.763044357299805,21.826236577921428,21.53058652207361,21.772072063368448,163774000
2016-02-02,21.322959899902344,21.6750319173024,21.27782135801816,21.535105020250406,149428800
2016-02-03,21.744983673095703,21.8555700323719,21.23267396138648,21.440305985048287,183857200
2016-02-04,21.919715881347656,22.085362531753155,21.599770613033634,21.75180135564528,185886800
2016-02-05,21.33427619934082,21.992321676267277,21.25939651742458,21.901556484415,185672400
2016-02-08,21.558927536010742,21.715495769016933,21.111910247219463,21.132331513227943,216085600
2016-02-09,21.554384231567383,21.76995180866636,21.313857911151835,21.39554642208585,177324800
2016-02-10,21.391006469726562,21.86298413186225,21.352431821787203,21.765411843355377,169374400
2016-02-11,21.261667251586914,21.493118608498282,21.0097946326434,21.28209024482134,200298800
2016-02-12,21.32747459411621,21.44320028674965,21.10510163468998,21.372858067307014,161405600
2016-02-16,21.928789138793945,21.976440480596768,21.468157770164417,21.56119084762643,196231600
2016-02-17,22.264623641967773,22.285044907114546,21.817606372039087,21.935599943470816,179452800
2016-02-18,21.84256362915039,22.43934194909031,21.803987248668836,22.427995649324743,156084000
2016-02-19,21.792644500732422,21.956021536272825,21.738186065953094,21.78356780640213,141496800
2016-02-22,21.983243942260742,21.987783153799384,21.765408530858885,21.853904112640826,137123200
2016-02-23,21.486309051513672,21.897019431952153,21.45454149342462,21.874328566345984,127770400
2016-02-24,21.806257247924805,21.86979237287173,21.175441748519887,21.325204598353906,145022800
2016-02-25,21.956016540527344,21.956016540527344,21.613378765130957,21.794909148027568,110330800
2016-02-26,21.990055084228516,22.241925952786698,21.91517366674255,22.05585807767748,115964400
2016-02-29,21.940139770507812,22.28958474393053,21.931063075343282,21.97871442655512,140865200
2016-03-01,22.811473846435547,22.865932267395028,22.105777054961564,22.15796760131581,201628400
2016-03-02,22.861391067504883,22.893158618829595,22.609518531143433,22.806932655405618,132678400
2016-03-03,23.03158187866211,23.079233219632314,22.793323442608855,22.8228231283539,147822800
2016-03-04,23.374225616455078,23.542140155477888,23.002089756349037,23.229001950618702,184220400
2016-03-07,23.115537643432617,23.333373064817575,22.90904678901025,23.233531180815373,143315600
2016-03-08,22.92493438720703,23.090581019517717,22.78198035500638,22.868206349336596,126247600
2016-03-09,22.94535255432129,23.049731914301546,22.752475881173154,22.988464676816246,108806800
2016-03-10,22.956693649291992,23.19948949433981,22.725244100196623,23.011153792421716,134054400
2016-03-11,23.204036712646484,23.208574193872277,23.03158299562731,23.199497500218392,109632800
2016-03-14,23.26303482055664,23.351532159235315,23.095120300114914,23.124619990075292,100304400
2016-03-15,23.730472564697266,23.866619505600863,23.564825936942995,23.589786411415588,160270800
2016-03-16,24.045879364013672,24.12302865938923,23.732739507907148,23.73727872010701,153214000
2016-03-17,24.007299423217773,24.159330105551582,23.816692370499254,23.943762584843714,137682800
2016-03-18,24.03453826904297,24.16614775210172,23.868893343126423,24.12984097144996,176820800
2016-03-21,24.032270431518555,24.4270971501143,23.857547078961193,24.03680791350588,142010800
2016-03-22,24.216064453125,24.345404306856626,23.873426628564893,23.882503322132305,129777600
2016-03-23,24.08218765258789,24.2954856434828,24.029998823668357,24.16160829597383,102814000
2016-03-24,23.977806091308594,24.109415551691082,23.800814894133254,23.93242435451574,104532000
2016-03-28,23.86888885498047,24.095800997779172,23.839389168447187,24.052687136662694,77645600
2016-03-29,24.433897018432617,24.458857489993516,23.798542393394982,23.800811999319265,124760400
2016-03-30,24.86049461364746,25.055639201250653,24.642659157272288,24.654005457259437,182404400
2016-03-31,24.731151580810547,24.937642441878825,24.706191109006642,24.896798190854444,103553600
2016-04-01,24.958066940307617,24.9603365465485,24.55189398330587,24.683503446039865,103496000
2016-04-04,25.214475631713867,25.457271533119805,25.02159894296161,25.055636107518012,149424800
2016-04-05,24.917224884033203,25.12598539656865,24.82872927605069,24.849152271617218,106314800
2016-04-06,25.17816734313965,25.182706554781277,24.77880154757436,25.012522473462216,105616400
2016-04-07,24.629039764404297,25.055633893028244,24.53373709703117,24.94898492807177,127207600
2016-04-08,24.65627098083496,24.90814183306138,24.54508279921921,24.71299900897286,94326800
2016-04-11,24.737964630126953,25.09875588967212,24.694852493966817,24.726620060064818,117630000
2016-04-12,25.06018829345703,25.07380247384701,24.656284783992973,24.810583444954073,108929200
2016-04-13,25.42323875427246,25.49131136392623,25.141868159058266,25.141868159058266,133029200
2016-04-14,25.436845779418945,25.502650495427595,25.262124226100887,25.327928942109533,101895600
