Date,Close,High,Low,Open,Volume
2015-01-02,51.98141860961914,51.98141860961913,51.60553578978003,51.78741292338911,949439
2015-01-05,52.108741760253906,52.284559287983946,51.8419833301602,51.9571766899939,1351651
2015-01-06,51.714664459228516,52.01779924084433,51.45397031423615,51.593411476686,2477275
2015-01-07,51.5994873046875,51.829869418247924,51.259976087253186,51.720740314374034,2127190
2015-01-08,51.76922607421875,51.926855407670566,51.61159674076693,51.860166968617634,1997761
2015-01-09,52.16331481933594,52.424009015000685,51.914744529126324,52.363384837205125,2647416
2015-01-12,51.92685317993164,52.26030001140969,51.8298526637468,51.95110563423713,1329585
2015-01-13,51.714664459228516,51.79348145566662,51.53278731067425,51.53884693696401,1841433
2015-01-14,50.732521057128906,51.654049468770346,50.732521057128906,51.64192091299832,4248481
2015-01-15,50.629432678222656,50.774938075624206,50.2535452851079,50.374798232769955,3671533
2015-01-16,50.66582107543945,50.981079744429955,50.25355723494176,50.405122292930685,2690154
2015-01-19,50.38087463378906,51.18720948759972,50.30205764105388,50.938639257384025,2515332
2015-01-20,50.62339401245117,50.82952366270148,50.34451162669603,50.39907617832465,2414127
2015-01-21,51.33271408081055,51.33271408081055,50.805261547420415,50.86588570959285,2420834
2015-01-22,51.6722297668457,51.80560665582613,51.50853614358133,51.66616548988509,2084315
2015-01-23,52.27849578857422,52.278495788574226,52.02386590868776,52.10874253531659,2140195
2015-01-27,53.12726974487305,53.13939829868026,52.30881093728353,52.351246924051495,2770732
2015-01-28,53.16971206665039,53.33340569356198,52.62407129413102,52.9696420782029,2075650
2015-01-29,53.81235885620117,53.982112112326746,52.90901873138304,52.969642901205326,3370837
2015-01-30,54.157936096191406,54.56413575435502,54.157936096191406,54.20643636792978,14169348
2015-02-02,54.3701286315918,54.503505538104,54.04880561978725,54.13974653355456,2145318
2015-02-03,54.8066291809082,54.97032279227884,53.87904135084555,54.53381114580929,3430360
2015-02-04,55.0430793762207,55.74028520425938,54.6914443237283,55.546279497693945,3432166
2015-02-05,56.546627044677734,56.558750948539675,55.121893946424905,55.32802821519386,4524529
2015-02-06,56.370811462402344,56.96495252999128,56.17074146389936,56.8497638130177,4105866
2015-02-09,56.340484619140625,56.52843067964687,55.83728455022994,56.23136019914313,2857655
2015-02-10,56.134361267089844,56.32230734847632,55.79485011571607,56.29805489104992,2156241
2015-02-11,55.6917724609375,56.382918507678454,55.53414315033182,56.382918507678454,2828941
2015-02-12,55.279510498046875,55.64327403486439,55.085509479101866,55.64327403486439,4786087
2015-02-13,56.473876953125,56.74063540415854,55.43109560836463,55.68573015497104,3515916
2015-02-16,56.667869567871094,56.94068758274885,55.87971830151657,56.50417596863337,2907971
2015-02-17,55.7449951171875,56.51923069856296,55.68924969921663,55.974167556957774,12418689
2015-02-18,56.184757232666016,56.234307126550114,55.67685775465182,56.12901182035974,2630013
2015-02-19,56.451087951660156,56.59354685266536,56.08564742238733,56.401538062433126,1999472
2015-02-20,55.875064849853516,56.66168667721022,55.73879669596488,56.45729157312428,1542448
2015-02-23,55.99893569946289,56.302435313427374,55.850281275916494,56.05468110829279,1754129
2015-02-24,56.38915252685547,56.48825706614001,55.819316867253846,56.054684802994615,2157809
2015-02-25,56.28385543823242,56.624518669751374,56.08565111710334,56.48825527760951,1592051
2015-02-26,56.00511932373047,56.333391437795,55.881242247470865,56.32100515551798,2128938
2015-02-27,56.9342041015625,57.16957198970629,55.93079638172833,56.277655072334476,7409937
2015-03-02,57.324424743652344,57.67127870023953,56.75458441995502,56.92182063191482,2130106
2015-03-03,56.9342041015625,57.90045297173938,56.56876361054596,57.398744360658796,2663772
2015-03-04,56.44488525390625,57.12002081950626,56.06705848817806,57.10763453656606,1830215
2015-03-05,56.438697814941406,56.47585666595243,56.02370742476657,56.36437061059204,1687516
2015-03-06,56.42012405395508,56.79175537749723,56.02371540837771,56.35818312444922,1263953
2015-03-09,56.067073822021484,56.41083484030715,55.924614900176124,55.94939222399628,1377237
2015-03-10,56.166175842285156,56.506839085889865,55.943194191417575,56.178562128056306,1933147
2015-03-11,56.067073822021484,56.215728262613055,55.497238134640035,55.744992368182864,1898428
2015-03-12,56.87227249145508,56.9775677851634,55.83789185394343,55.83789185394343,1966227
2015-03-13,56.562583923339844,57.144805864965164,56.43870681339479,56.98376514692015,1755490
2015-03-16,56.85368347167969,57.02711043328018,56.20951600467087,56.36436591789434,1814882
2015-03-17,57.85711669921875,58.01196192967196,57.2377262750752,57.35541264119854,2773915
2015-03-18,57.8447265625,57.906662750094306,57.25630427336377,57.671294784672824,3200946
2015-03-19,59.21976089477539,59.33744724294134,58.09867133484059,58.09867133484059,5135625
2015-03-20,59.659515380859375,59.83294235389699,58.81095281410985,58.96579798638175,5602495
2015-03-23,59.13923645019531,59.88869458121608,59.102072844428655,59.65952217976443,2148648
2015-03-24,58.897682189941406,59.31267268488871,58.866714097365225,59.13924566506426,1728933
2015-03-25,59.374610900878906,59.3746109008789,58.91007052886027,58.96581119247762,2459137
2015-03-26,58.12344741821289,58.90387852050549,58.12344741821288,58.89768300143894,3587132
2015-03-27,58.43312454223633,58.69326974632099,57.92522516837049,58.098656888148085,7619755
2015-03-30,57.66508865356445,58.21014691407395,57.547402326625004,58.08007905431238,2197553
2015-03-31,57.85090637207031,58.43313303169197,57.85090637207031,57.97478347495838,2242100
